id;min;phrase;clicks;ctr;premium_clicks;premium_ctr;shows;max;first_place_ctr;premium_min;premium_max;first_place_clicks
28472;2.64;"!заказ !диетической !еды";2;0.49;2;11.3;8;2.64;0.49;3.4;9.58;2
28473;0.85;"!доставка !питания !для !вегетарианцев";2;0.1;5;9.42;28;0.85;0.1;1.98;5.47;2
28474;0.77;"!рацион !для !набора !массы !на !неделю";2;0.3;2;4.22;2;0.77;0.3;1.88;4.57;2
28475;0.4;"!готовая !диета !для !похудения !женщинам";2;1.73;2;13.63;1;1.2;0.63;1.8;2.54;2
28476;0.24;"!запись !к !диетологу";2;0.95;2;4.54;6;0.8;0.82;2.64;3.79;2
28477;0.63;"!конструктор !правильного !питания";2;0.93;2;7.32;4;0.63;0.93;0.78;1.06;2
28478;0.01;"!диета !конструктор";0;0;2;6.03;3;0.01;0;1.04;1.04;0
28479;0.01;"!конструктор !меню !питание";0;0;2;6.05;4;0.01;0;0.96;0.96;0
28480;0.01;"!составить !рацион !питания !онлайн";0;0;2;22.06;5;0.01;0;0.96;0.96;0
28481;4.03;"!правильное !питание !москва !доставка";2;1.31;15;18.93;74;4.05;1.32;7.17;13.78;2
28482;2.96;"!здоровое !питание !доставка";2;0.84;5;12.67;24;3.17;0.83;4.84;23.73;2
28483;0.31;"!составить !меню !по !бжу";2;0.19;0;0;16;0.31;0.19;0.01;0.01;2
28484;0.01;"!от !чего !зависит !вес";0;0;0;0;7;0.01;0;0.01;0.01;0
28485;24.61;"!доставка !готовой !еды !на !дом !москва";2;0.76;7;10.84;54;24.61;0.76;21.63;42.63;2
28486;17.16;"!сервисы !доставки !здоровой !еды";2;0.07;3;1.35;88;17.16;0.07;20.1;40.4;2
28487;35.97;"!заказ !вегетарианской !еды !на !дом !москва";2;0.27;5;10.12;39;35.97;0.27;8.88;22.75;2
28488;3.9;"!заказать !еду !на !неделю";2;0.96;4;12.7;19;3.9;0.96;4.48;22.35;2
28489;0.53;"!магазин !правильное !питание";2;1.63;2;8.44;5;0.73;1.48;1.11;8.64;2
28490;7.1;"!программы !питания !для !похудения !с !доставкой";2;0.14;5;10.89;36;13.67;0.27;5.6;40.1;2
28491;0.76;"!еда !конструктор";2;0.35;2;9.06;6;0.76;0.35;2.04;2.41;2
28492;34.75;"!доставка !вегетарианской !еды !на !неделю";2;0.17;4;8.9;33;34.75;0.17;4.79;10.51;2
28493;1.57;"!заказ !готовой !еды !на !неделю !для !похудения";2;1.99;3;12.33;14;2.05;1.97;3.51;8.42;2
28494;2.96;"!правильное !питание !для !похудения !доставка !москва";2;0.68;3;10.97;6;2.96;0.68;6.98;13;2
28495;5.41;"!доставка !готового !питания !для !спортсменов";2;0.22;4;6.58;43;5.42;0.22;4.14;8.23;2
28496;2.21;"!вегетарианское !питание !с !доставкой !на !дом !москва";2;0.67;4;25.09;9;3.33;1.34;5.19;13.13;2
28497;13.95;"!заказать !диетическую !еду";2;0.15;3;5.66;33;13.95;0.15;5.17;22.46;2
28498;4.54;"!заказ !пп !еды !москва";2;0.57;3;12.69;11;4.54;0.57;5.21;14.59;2
28499;6.83;"!еда !для !набора !массы !с !доставкой";2;0.06;3;6.18;29;6.83;0.06;4.56;19.23;2
28500;2.49;"!записаться !к !диетологу !в !москве";2;0.55;4;6.04;34;4.52;0.57;3.86;19.09;2
28501;5.66;"!доставка !здорового !питания !на !дом";2;1.2;4;12.84;9;5.66;1.2;4.81;14.37;2
28502;2.36;"!еда !на !дом !на !неделю !здоровое !питание";2;0.83;3;11.32;12;2.36;0.83;2.69;17.61;2
28503;2.29;"!доставка !правильной !еды";2;1.69;3;12.19;9;2.51;1.3;9.51;25.5;2
28504;1.55;"!готовая !еда !москва";2;0.91;3;12.08;12;1.55;0.91;3.21;10.23;2
28505;2.39;"!корпоративное !питание !для !сотрудников";2;0.34;2;3.21;35;4.79;0.57;5.25;9.19;2
28506;1.43;"!доставка !рациона !питания !на !неделю";2;1.28;3;22.52;8;4.55;2.11;3.96;6.61;2
28507;0.83;"!корпоративное !питание !заказ";2;0.73;2;4.19;10;2.27;0.98;6.18;12.44;2
28508;0.89;"!здоровая !еда !москва";2;0.84;2;5.54;15;2.37;0.76;1.52;4.78;2
28509;0.01;"!вегетарианское !меню !доставка !москва";0;0;2;15.95;4;0.01;0;2.71;7.23;0
28510;0.79;"!готовые !рационы";2;0.39;2;14.07;3;0.79;0.39;1.39;4.83;2
28511;1.22;"!корпоративное !питание !с !доставкой !москва";2;1.33;2;5.62;7;1.74;1.46;4.62;11.92;2
28512;0.01;"!наборы !диетического !питания !для !похудения";0;0;2;11.17;1;0.01;0;1.5;2.28;0
28513;1.08;"!принципы !правильного !питания";2;0.18;2;1.91;59;1.08;0.18;2.05;3.16;2
28514;1.12;"!конструктор !диет";2;0.19;2;5.95;3;1.12;0.19;0.89;0.89;2
28515;0.49;"!сбалансированное !питание !бжу";2;0.36;2;1.18;6;0.87;0.42;31.65;32.51;2
28516;2.96;"!доставка !здоровое !питание";0;0;0;0;24;3.17;0;4.84;23.73;0
28517;0.01;"!правильное !питание !расчет !бжу";0;0;0;0;2;0.01;0;0.01;0.01;0
28518;9.17;"!доставка !готовой !еды";2;0.66;17;7.68;201;9.37;0.66;15.82;45.48;2
28519;23.01;"!вегетарианская !доставка !еды";2;0.79;2;6.75;14;23.01;0.79;8.05;11.57;2
28520;4.25;"!здоровое !питание !доставка !еды";2;0.45;4;5.62;42;4.4;0.48;10.45;19.37;2
28521;2.15;"!заказ !готовой !еды !на !неделю";2;1.36;5;11.75;30;2.15;1.36;7.63;15.35;2
28522;1.73;"!фитнес !питание !с !доставкой !на !дом !москва";2;0.73;7;3.75;107;3.06;0.95;3.9;15.57;3
28523;2.18;"!фитнес !еда !на !неделю !с !доставкой";2;1.12;6;5.85;50;4.91;1.18;8.4;14.44;2
28524;7.34;"!заказать !диетическую !еду !на !дом";2;0.44;4;6.16;41;7.34;0.44;12.54;27.22;2
28525;14.97;"!доставка !пп !еды !на !дом";2;0.82;4;11.81;16;14.97;0.82;11.01;26.88;2
28526;23.35;"!здоровая !еда !на !неделю !с !доставкой !москва";2;0.12;3;6.24;31;23.35;0.12;9.41;40.27;2
28527;2.69;"!готовые !блюда !с !доставкой";2;1.64;5;12.53;30;2.69;1.64;4.15;7.61;2
28528;1.51;"!готовое !питание !для !похудения !с !доставкой !москва";2;1.76;6;15.91;19;2.12;1.72;6.88;20.63;2
28529;13.73;"!доставка !готовой !еды !для !похудения";2;0.1;3;5.73;30;13.73;0.1;6.3;12.43;2
28530;4.55;"!правильное !питание !на !дом !москва";2;0.97;5;8.87;33;4.55;0.97;2.67;19.3;2
28531;1.03;"!заказать !здоровое !питание !на !дом";2;1.08;3;17.23;10;1.03;1.08;4.13;12.42;2
28532;1.75;"!питание !для !похудения !с !доставкой";2;0.71;5;14.66;23;1.75;0.71;2.45;9.57;2
28533;4.94;"!пп !еда !с !доставкой";2;0.69;3;11.19;16;4.94;0.69;3.44;14.87;2
28534;12.36;"!вегетарианская !еда !на !дом !москва";2;0.23;3;6.18;27;18.7;0.21;4.84;10.45;2
28535;2.32;"!вегетарианские !блюда !доставка !москва";2;0.54;3;18.28;7;3.82;0.8;3.01;10.44;2
28536;0.01;"!здоровое !питание !на !дом !москва";0;0;3;14.2;7;0.01;0;4;17.27;0
28537;7.29;"!доставка !правильной !еды !на !дом !москва";2;0.79;2;11.55;3;7.29;0.79;8.89;12.85;2
28538;2.37;"!наборы !еды !на !неделю !для !похудения";2;0.74;3;8;14;2.37;0.74;1.79;16.43;2
28539;0.79;"!готовые !наборы !еды !для !похудения";2;1.27;3;15.49;8;2.01;1.98;2.53;5.64;2
28540;5.6;"!правильная !еда !с !доставкой !на !дом !москва";2;1.16;3;20.53;6;5.6;1.16;4.16;10.89;2
28541;4.82;"!доставка !диетического !питания !на !дом";2;0.42;2;13.65;3;4.82;0.42;2.66;5.04;2
28542;8.82;"!доставка !еды !по !калориям";2;0.96;2;2.62;10;8.82;0.96;4.07;29.82;2
28543;3.41;"!доставка !здоровой !еды !в !москве";2;0.68;2;12.3;4;3.41;0.68;7.72;9.76;2
28544;0.01;"!готовая !здоровая !еда !с !доставкой";0;0;2;3.55;2;0.01;0;6.03;9.96;0
28545;1.45;"!диетическое !питание !с !доставкой !москва";2;1.24;3;17.2;5;1.45;1.24;2.51;4.55;2
28546;0.99;"!готовые !блюда !для !похудения !с !доставкой !москва";2;2.52;3;14.01;9;0.99;2.52;2.24;9.33;2
28547;0.01;"!доставка !еда !неделя";0;0;2;14.33;4;0.01;0;9.6;19.25;0
28548;2.37;"!веганская !еда !с !доставкой";2;0.5;3;12.38;10;2.37;0.5;3.46;10.24;2
28549;4.33;"!доставка !здорового !питания !в !москве";2;0.33;2;17.82;1;4.33;0.33;3.62;5.78;2
28550;1.15;"!рацион !на !неделю !доставка";2;0.72;2;14.86;4;1.15;0.72;3.17;4.77;2
28551;2.8;"!диетическая !еда !на !заказ";2;1.16;2;15.43;4;2.8;1.16;2.72;9.19;2
28552;0.7;"!доставка !вегетарианского !питания !на !неделю";2;0.68;2;5.46;10;1.97;1.48;6.05;11.12;2
28553;0.21;"!личный !диетолог !стоимость";2;0.63;2;5.88;6;1;1.38;2.91;4.53;2
28554;0.82;"!доставка !питания !москва";2;0.7;2;12.74;5;1.68;1.06;1.21;2.94;2
28555;0.01;"!еда !для !набора !мышечной !массы !заказать";0;0;2;9.97;2;0.01;0;1.58;13.7;0
28556;0.01;"!питание !на !заказ !для !набора !массы";0;0;2;12.46;3;0.01;0;0.95;4.14;0
28557;6.25;"!еда !на !дом !полезная";2;0.34;2;6.63;6;6.25;0.34;1.34;23.56;2
28558;1.95;"!готовые !обеды !для !похудения";2;0.44;2;6.56;9;1.95;0.44;1.53;2.56;2
28559;0.01;"!конструктор !питания !доставка";0;0;2;9.43;1;0.01;0;1.97;14.2;0
28560;0.01;"!пп !заказать";0;0;2;12.48;1;0.01;0;1.04;7.26;0
28561;0.01;"!заказать !пп";0;0;0;0;1;0.01;0;1.04;7.26;0
28562;0.37;"!составить !питание !онлайн";2;0.31;2;3.51;4;0.37;0.31;1.42;1.42;2
28563;1.85;"!еда !готовая";2;0.45;23;5.91;230;2.48;0.46;3.86;35.76;2
28564;3.59;"!москва !здоровое !питание !доставка";2;0.78;4;22.13;9;3.59;0.78;4.59;7.59;2
28565;0.37;"!онлайн !расчет !рациона !питания";2;0.23;0;0;3;0.37;0.23;0.01;0.01;2
28566;0.01;"!рацион !онлайн";0;0;0;0;1;0.01;0;0.01;0.01;0
28567;4.11;"!здоровая !еда !москва !доставка";2;1.14;2;9.42;3;4.35;1.14;4.03;23.51;2
28568;4.6;"!правильное !питание !заказ !еды !на !дом";2;1.19;5;15.78;10;5.44;1.19;7.35;31.67;2
28569;10.26;"!заказать !еда !на !неделю";2;0.49;2;18.33;1;10.26;0.49;6.28;16.3;2
28570;0.01;"!доставка !питание !для !похудения";0;0;2;14.7;3;0.01;0;2.54;5.81;0
28571;2.48;"!спортивная !еда !с !доставкой";2;0.7;4;14.43;24;2.79;1.14;6.22;15.63;2
28572;0.45;"!доставки !питания";2;0.29;2;9.47;2;1.4;2.09;1.57;2.92;2
28573;1.68;"!диетическое !питание !с !доставкой !на !дом !москва";2;1.01;5;22.01;7;2.37;1.23;3.32;9.96;2
28574;3.99;"!домашняя !еда !с !доставкой !на !дом";2;0.67;4;9.08;30;3.99;0.67;5.66;26.02;2
28575;0.01;"!диетическая !еда !заказать";0;0;0;0;0;0.01;0;0.01;0.01;0
28576;1.75;"!питание !с !доставкой !для !похудения";0;0;0;0;23;1.75;0;2.45;9.57;0
28577;0.7;"!диета !с !доставкой !на !дом !москва";2;0.88;5;27.92;15;3.69;2.57;2.82;11.3;2
28578;1.23;"!сбалансированное !питание !с !доставкой !на !дом";2;2.73;2;10.88;13;1.23;2.73;7.75;14.56;2
28579;7.09;"!здоровое !питание !с !доставкой !недорого";2;0.84;2;14.82;4;7.09;0.84;4.91;10.22;2
28580;0.94;"!заказ !здорового !питания !на !неделю";2;1.53;2;39.41;5;0.94;1.53;3.46;6.65;2
28581;0.45;"!доставка !готового !питания !на !дом";2;2.77;2;17.17;5;1.71;1.14;4.05;8.89;2
28582;1.2;"!здоровое !питание !с !доставкой !в !москве";2;1.37;2;24.4;2;3.29;4.85;3.42;13.17;2
28583;2.25;"!заказ !сбалансированного !питания";2;0.63;2;19.24;5;2.25;0.63;1.34;11.38;2
28584;31.15;"!доставка !готовой !еды !на !дом !на !месяц";2;0.43;2;11.46;1;31.15;0.43;11.01;20.68;2
28585;1.38;"!заказать !сбалансированное !питание";2;1.53;2;7.3;7;1.5;1.53;6.72;16.86;2
28586;2.2;"!доставка !еды !похудение";2;1.73;2;16.37;3;2.2;1.73;4.42;9.26;2
28587;3.2;"!доставка !еды !с !расчетом !калорий";2;1.24;2;3.28;4;3.2;1.24;11.23;146.14;2
28588;0.87;"!заказ !готовой !еды !на !неделю !москва";2;0.19;2;15.75;6;1.24;0.62;3.76;11.74;2
28589;4.24;"!готовое !питание !на !месяц !с !доставкой";2;0.82;2;11.65;1;4.24;0.82;3.31;9.8;2
28590;1.8;"!доставка !еды !кбжу !москва";2;0.83;2;2.22;3;2.97;0.81;7.35;18.11;2
28591;0.63;"!заказ !готового !питания";2;0.5;2;7.94;2;0.63;0.5;1.05;3.48;2
28592;0.01;"!заказать !диетическую !еду !на !неделю !в !москве";0;0;0;0;1;0.01;0;0.01;0.01;0
28593;0.01;"!доставка !обедов !вегетарианских";0;0;0;0;0;0.01;0;0.01;0.01;0
28594;0.41;"!заказать !диетическое !питание !для !похудения";2;0.94;2;11.17;0;0.41;0.94;1.68;14.94;2
28595;1.04;"!доставка !рационов !еды !москва";2;4.16;2;2.23;1;1.25;2.18;1.79;3.03;2
28596;0.01;"!еда !на !заказ !правильное !питание !акции";0;0;0;0;2;0.01;0;0.01;0.01;0
28597;0.01;"!доставка !правильного !питания !mf";0;0;2;19.1;1;0.01;0;3.22;6.16;0
28598;0.01;"!здоровое !питание !с !доставкой !за !мкад";0;0;0;0;0;0.01;0;0.01;0.01;0
28599;2.1;"!еда !порциями !на !заказ";2;0.43;2;2.21;4;2.1;0.43;8.98;41.93;2
28600;0.01;"!рацион !на !неделю !с !доставкой !на !дом";0;0;2;11.34;2;0.01;0;1.7;2.26;0
28601;0.59;"!готовые !блюда !с !кбжу !на !неделю !доставка";2;1.45;2;4.99;1;0.99;1.37;1.7;7.79;2
28602;0.01;"!доставка !правильного !питания !с !ежедневной !доставкой";0;0;2;21.75;1;0.01;0;4.08;7.67;0
28603;3.37;"!вегетарианские !наборы !еды";2;0.38;2;15.35;3;3.37;0.38;2.13;2.72;2
28604;1.23;"!диетическое !питание !москва";2;0.84;2;8.24;6;1.23;0.84;1.53;3.81;2
28605;0.01;"!заказ !еды !по !бжу";0;0;2;6.82;4;0.01;0;1.44;6.8;0
28606;0.01;"!готовое !питание !заказать !москва";0;0;0;0;1;0.01;0;0.01;0.01;0
28607;0.62;"!ужины !диетические !на !неделю !купить";2;1.48;2;9.63;5;0.62;1.48;0.63;1.19;2
28608;5.42;"!заказ !еды !на !каждый !день";2;0.28;2;9.2;1;5.42;0.28;4.4;19.99;2
28609;0.01;"!сбалансированное !питание !на !день !с !доставкой";0;0;0;0;1;0.01;0;0.01;0.01;0
28610;3.06;"!доставка !еды !диетической !на !неделю !дешево";2;0.38;2;3.78;4;3.06;0.38;12.08;27.87;2
28611;0.27;"!пп !на !заказ !в !москве";2;0.25;2;2.39;2;0.63;0.9;0.8;13.59;2
28612;0.01;"!порции !еды !на !неделю !заказать";0;0;0;0;1;0.01;0;0.01;0.01;0
28613;0.01;"!дженерал !фуд !москва";0;0;2;1.53;7;0.01;0;6.6;6.6;0
28614;0.01;"!доставка !еды !на !дом !каждый !день";0;0;0;0;0;0.01;0;0.01;0.01;0
28615;0.8;"!вегетарианское !меню !на !неделю !доставка";2;1.19;2;4.21;6;0.8;1.19;1.85;6.4;2
28616;0.01;"!доставка !еды !для !вегетарианцев !москва !на !месяц";0;0;0;0;0;0.01;0;0.01;0.01;0
28617;0.59;"!наборы !правильного !питания";2;0.88;2;5.39;4;0.59;0.88;0.62;2.4;2
28618;0.01;"!пп !питание !заказать";0;0;2;22;2;0.01;0;1.28;4.7;0
28619;0.01;"!обеды !для !спортсменов !доставка !москва";0;0;2;6.15;1;0.01;0;2.73;7.78;0
28620;0.01;"!готовый !рацион !купить";0;0;2;24.93;1;0.01;0;1.23;2.35;0
28621;0.63;"!готовая !еда !для !мужчин !недорого";2;0.65;2;6.68;1;0.81;0.93;1.67;9.11;2
